//************************************************
// File Format Version 3.2
// Janus Release 3.2.3
// Acquisition Mode: Spectroscopy
// Energy Histogram Channels: 8192
// ToA/ToT LSB: 0.5 ns
// Run start time: Wed Oct 29 19:35:22 2025 UTC
// Run info format:
// Detector Run Date LocalTime Location DetectorPositionXYZ Theta Phi PlaneSeparation MinADC
//************************************************
COMMENTS: 
ATHAB 151 29OCT2025 19:35:22 Pyramid 3.0 25.0 0.8 0.0 0.0 0.86 100 
		Tstamp_us	   TrgID	     Brd	      Ch	      LG	      HG
		727698.040	      99	      02	      09	    1583	    4802
		727698.016	      99	      04	      06	     776	    2284
		727698.016	      99	      04	      07	    1495	    4435
		727698.064	      99	      01	      19	    1443	    4397
		727698.064	      99	      01	      20	     826	    2532
		727698.032	      99	      03	      27	     977	    3003
		727698.032	      99	      03	      28	    1409	    4296
		727697.992	      99	      05	      35	    1863	    5500
		727697.992	      99	      05	      36	    1882	    5585
		727697.992	      99	      05	      37	     159	     346
		729403.888	     100	      00	      22	     520	    1565
